"name","player","pos","projections","risk","inflatedCost","team","overallRank","pick","positionRank","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","cost_yahoo","costProjected_yahoo","costAvg_yahoo","costMax_yahoo","adp_yahoo","cost_espn","adp_espn","cost_fp","adp_fp","adp_ffc","adpSD_ffc","avgCost","bidUpTo","simulation"
"BRADIEEWING","Bradie Ewing","RB",0,NA,1,"JAX",648,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1.33333333333333,0,-210.36909092569,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"BRADSMELLEY","Brad Smelley","RB",-0.03,2.1356195199038,1,"HOU",791,NA,242,1.78,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.476666666666667,-0.03,-210.39909092569,NA,0.410121933088197,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRADSMITH","Brad Smith","WR",5.33625410699777,2.93552413724726,1,"PHI",546,NA,216,5.42,NA,NA,NA,NA,4.65,0.6,NA,NA,13,2.6,NA,NA,NA,NA,NA,4.43166666666667,5.33625410699777,-156.139177091844,NA,4.71954235069461,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"BRADSORENSEN","Brad Sorensen","QB",0,NA,1,"SD",648,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-368.486642824095,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"BRADYQUINN","Brady Quinn","QB",0,NA,1,"MIA",648,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-368.486642824095,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"BRANDENOLIVER","Branden Oliver","RB",10.1,NA,1,"SD",471,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA,10.1,10.1,-200.26909092569,NA,NA,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,NA
"BRANDINCOOKS","Brandin Cooks","WR",125.999728118627,5.51977625747264,6,"NO",120,96,39,NA,131.9,138.1,103,NA,120.14,120.5,95.7,135.1,140.7,122.2,105,106.3,150.6,NA,114.09,125.629854312354,125.999728118627,-35.4757030802146,21.8,16.7143384630206,1.7,9,5.35,9,104.3,3,124.6,8,104,69.9,7.3,5.35,1,6.21060007702465
"BRANDONBARDEN","Brandon Barden","TE",3.14,2.46848763909172,1,"JAX",574,NA,112,NA,NA,NA,NA,NA,3.54,NA,NA,NA,6,2.6,0.7,NA,NA,NA,NA,3.21,3.14,-113.59252808119,NA,2.20342158169213,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"BRANDONBOLDEN","Brandon Bolden","RB",49.6385828019775,5.82698156800709,1,"NE",267,NA,85,NA,91.3,23,58.4,NA,55.41,46.2,47.2,18.1,72.5,35.9,28.1,33,47.2,NA,39.24,44.5348701298701,49.6385828019775,-160.730508123712,NA,20.2970317395401,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"BRANDONBOSTICK","Brandon Bostick","TE",60.0301381597627,7.80560291602887,1,"GB",232,204,33,NA,NA,73.3,50.6,NA,51.98,67.3,48.2,61.2,85,NA,38.5,NA,NA,NA,61.4,59.7808333333333,60.0301381597627,-56.7023899214274,44.4,14.195266816795,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRANDONGIBSON","Brandon Gibson","WR",58.0745895070306,4.82947216295487,1,"MIA",238,NA,92,33.37,74.2,61.7,NA,NA,64.02,50.1,52.2,45.5,49.3,47.6,41.8,73,76.4,NA,80.2,58.8642371794872,58.0745895070306,-103.400841691811,NA,14.9230317604392,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRANDONJACKSON","Brandon Jackson","RB",0,NA,1,NA,648,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-210.36909092569,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"BRANDONJACOBS","Brandon Jacobs","RB",0,NA,1,"NYG",648,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-210.36909092569,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"BRANDONLAFELL","Brandon LaFell","WR",65.2475894996882,5.65261971218586,1,"NE",222,164.3,88,-0.09,83.6,73.2,94.9,NA,70.68,72.3,23.9,50.2,37.6,51.1,52,49.7,71.2,NA,63.8,59.675433982684,65.2475894996882,-96.2278416991534,16.3,24.7526354352221,1,1,1,1,NA,1.3,146.4,0,206,NA,NA,1,1,2.30258509299405
"BRANDONLLOYD","Brandon Lloyd","WR",31.4800624959095,5.44525908837789,1,"SF",333,NA,136,3.89,47.3,48.2,NA,NA,36.65,56.3,NA,19.7,18.2,17.1,15.6,NA,NA,NA,NA,29.2075555555556,31.4800624959095,-129.995368702932,NA,18.2405332372104,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRANDONMARSHALL","Brandon Marshall","WR",208.134196959076,3.55532158130866,52,"CHI",59,15,6,218.43,209.3,217,214,212.6,209.81,226.6,195.6,202.3,209,198,214,147.6,202,NA,190.4,209.091620726496,208.134196959076,46.6587657602343,2.8,18.3716040464107,46.3,45,45.65,46.3,14.5,35,20.3,36,18,15.1,2.7,45.65,40,7.54960916515453
"BRANDONMYERS","Brandon Myers","TE",48.1005326230608,5.27071824714324,1,"TB",272,182.5,41,102.3,NA,45.1,NA,NA,37.54,44.5,53,28.9,20.4,56.6,36.5,67.7,63.2,NA,37.9,51.9325824175824,48.1005326230608,-68.6319954581293,15.5,21.598717975422,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,1.09861228866811
"BRANDONPETTIGREW","Brandon Pettigrew","TE",51.7547610839811,4.24673905721893,1,"DET",257,185.7,39,55.36,68.5,NA,48.5,NA,48.91,53.5,58.5,42.5,29.5,44.3,39.6,59.3,55.1,NA,52.4,52.1337812187812,51.7547610839811,-64.977766997209,16,9.96488038190329,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"BRANDONSTOKLEY","Brandon Stokley","WR",6.12,NA,1,"BAL",530,NA,209,6.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.12,6.12,-155.355431198842,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"BRANDONTATE","Brandon Tate","WR",8.95830991417764,2.76924196379064,1,"CIN",487,NA,193,6.21,NA,NA,NA,NA,4.59,3,NA,15.2,4.8,8.5,8.5,NA,NA,NA,9.34,9.24541666666667,8.95830991417764,-152.517121284664,NA,3.8237108004809,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRANDONWEEDEN","Brandon Weeden","QB",18.2209044444858,5.0832893566723,1,"DAL",403,NA,48,NA,20.48,5.32,NA,NA,13.952,54,12.24,10.14,18.6,0.92,NA,NA,NA,NA,NA,14.8852,18.2209044444858,-350.265738379609,NA,16.2904510417256,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"BRANDONWILLIAMS","Brandon Williams","TE",6.18825273160684,3.68895187497526,1,"CAR",529,NA,98,NA,NA,NA,NA,NA,1.2,NA,NA,18.2,NA,5.9,NA,NA,NA,NA,NA,6.325,6.18825273160684,-110.544275349583,NA,8.77857239722572,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRENNANCLAY","Brennan Clay","RB",0,NA,1,"DEN",648,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,1.23333333333333,0,-210.36909092569,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"BRENTCELEK","Brent Celek","TE",59.7202917550688,4.63782620014371,1,"PHI",233,NA,34,58.58,82,65.1,53.5,NA,67.75,75.7,67.6,47.4,65,47.5,40.9,35.9,72.2,NA,47,60.5857619047619,59.7202917550688,-57.0122363261213,NA,13.8905548785916,1.1,0,0.55,1.1,123,0,170,1,NA,NA,NA,0.55,1,0
"BRENTONBERSIN","Brenton Bersin","WR",18.55,3.86813132630374,1,"CAR",400,NA,167,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,28.9,NA,NA,NA,NA,14.8,18.6833333333333,18.55,-142.925431198842,NA,9.74388697252454,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRETTBRACKETT","Brett Brackett","TE",0,NA,1,"ARI",648,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-116.73252808119,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"BRIANHARTLINE","Brian Hartline","WR",124.332382801431,4.68979552379657,1,"MIA",122,126.9,41,152.41,109.2,NA,102.4,NA,116.16,120.5,140,119.4,125.6,128.3,117,118.1,127.8,NA,115.3,125.214452214452,124.332382801431,-37.1430483974104,17.5,12.9368508631896,1,1,1,1,NA,0,146.6,4,170,NA,NA,1,1,6.19031540585315
"BRIANHOYER","Brian Hoyer","QB",70.6509705807854,10.5949927841477,1,"CLE",213,198.6,36,190.31,44.16,67.98,78.22,NA,60.778,22.2,66.46,32.14,44.9,73.26,55.5,NA,174.38,NA,NA,84.2802424242424,70.6509705807854,-297.83567224331,37.5,52.5391790940702,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRIANLEONARD","Brian Leonard","RB",6.1,NA,1,NA,531,NA,162,12.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,6.1,-204.26909092569,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"BRIANQUICK","Brian Quick","WR",58.7996837663977,7.81025170661283,1,"STL",236,175.3,91,24.8,59.5,88.9,NA,NA,68.29,56.9,49.3,65.7,58.6,53.4,65.5,12.2,43.9,NA,75.9,56.8869358974359,58.7996837663977,-102.675747432444,39.4,20.2516572921063,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRIANROBISKIE","Brian Robiskie","WR",0,NA,1,"TEN",648,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-161.475431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"BRIANTYMS","Brian Tyms","WR",0,NA,1,"CLE",648,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-161.475431198842,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"BRICEBUTLER","Brice Butler","WR",8.84999732035555,3.77226693263082,1,"OAK",488,NA,194,16.15,NA,NA,NA,NA,23.48,6.5,NA,4.2,NA,1.3,NA,NA,NA,NA,NA,8.56,8.84999732035555,-152.625433878486,NA,9.22742542641229,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRITTANGOLDEN","Brittan Golden","WR",10.0672766815751,2.25424483042788,1,"ARI",472,NA,187,NA,NA,NA,NA,NA,9.75,11.3,NA,9.3,NA,NA,NA,NA,NA,NA,NA,7.5875,10.0672766815751,-151.408154517267,NA,1.04920604903581,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"BROCKOSWEILER","Brock Osweiler","QB",4.72523274801929,2.47087690578218,1,"DEN",555,NA,63,3.05,NA,NA,NA,NA,3.19,8.72,3.56,6.76,3.4,3.64,NA,NA,NA,NA,NA,4.47625,4.72523274801929,-363.761410076076,NA,2.21629355972018,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRUCEELLINGTON","Bruce Ellington","WR",13.9249947682442,4.73106289620055,1,"SF",438,NA,178,NA,NA,NA,NA,NA,23.45,24.9,NA,NA,8.7,3.2,8.4,NA,41.7,NA,NA,15.3785714285714,13.9249947682442,-147.550436430597,NA,14.39285991965,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRUCEGRADKOWSKI","Bruce Gradkowski","QB",11.7550014409715,3.32013415441238,1,"PIT",455,NA,54,2.33,NA,NA,NA,NA,19.93,0.24,7.4,13.6,10.3,10.44,NA,NA,NA,NA,17.1,10.1149801587302,11.7550014409715,-356.731641383124,NA,6.79159722430172,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRUCEMILLER","Bruce Miller","RB",19.2707046776436,3.51405151693123,1,"SF",398,NA,118,30.95,28.1,15.6,NA,NA,21.85,NA,NA,16.3,11.1,8.3,NA,NA,NA,NA,18.16,16.9103333333333,19.2707046776436,-191.098386248046,NA,7.83631108548987,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRYANWALTERS","Bryan Walters","WR",0,NA,1,"SEA",648,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-161.475431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"BRYCEBROWN","Bryce Brown","RB",52.610293615466,5.30668907858676,1,"BUF",254,176.4,79,55.01,73.8,34.9,66.5,NA,51.33,49.8,44.8,58.9,74,52.8,54.4,27.9,45,NA,31.88,53.3366396103896,52.610293615466,-157.758797310224,22,14.1781070978858,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"CALEBHANIE","Caleb Hanie","QB",0,NA,1,"DAL",648,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-368.486642824095,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"CALVINJOHNSON","Calvin Johnson","WR",243.527566559939,3.80224907115984,65,"DET",40,6.1,1,200.36,249.8,248.6,257.2,245.2,247.42,247.3,238.3,238.5,236,259.8,246,179.4,237.7,NA,203.1,239.662076923077,243.527566559939,82.0521353610975,1.2,22.9542233483037,60.9,54,57.45,60.9,6.2,53.7,7.5,46,5,5.3,1.5,57.45,58,9.23902500583609
"CAMERONMORRAH","Cameron Morrah","TE",0,NA,1,"DEN",648,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-116.73252808119,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"CAMNEWTON","Cam Newton","QB",370.832379416909,5.84193249466153,17,"CAR",8,68.1,8,292.55,346.94,334.1,344.9,325.62,343.972,350.76,360.6,358.02,339.4,345.76,359.9,309.06,346.14,NA,294.74,371.051541666667,370.832379416909,2.34573659281415,20.3,21.9874091477048,8.7,18,13.35,18,51.5,15.6,40.7,20,54,81.4,11.4,13.35,1,7.56164174558878
"CARLOSHYDE","Carlos Hyde","RB",111.769387696281,8.02261095426452,6,"SF",141,121.4,49,NA,172.8,123.7,104.1,NA,102.23,104.2,81,106.2,126.3,95.2,10.5,103.6,124,NA,84.14,106.240968697969,111.769387696281,-98.5997032294084,28,36.2341584837518,1.6,10,5.8,10,114.3,1.7,129.8,5,123,94.3,10.3,5.8,1,4.58496747867057
"CARSONPALMER","Carson Palmer","QB",298.415820597497,5.79370833718904,2,"ARI",24,134.4,20,221.44,300.84,297.68,260.74,NA,278.804,256.42,256.5,253.64,260,262.54,258.5,285.46,306.3,NA,233.9,298.862770995671,298.415820597497,-70.0708222265978,17.7,24.5910780443765,1,1,1,1,136.7,2.1,132.5,3,158,132.2,11.2,1,1,2.63905732961526
"CASEKEENUM","Case Keenum","QB",38.9981293482409,6.36726019707234,1,"HOU",304,NA,41,1.97,NA,NA,NA,NA,57.19,0.76,65.58,35.96,14.2,32.82,40.9,NA,48.34,NA,NA,37.7709325396825,38.9981293482409,-329.488513475854,NA,23.2077384723286,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"CECILSHORTS","Cecil Shorts","WR",127.575069649624,5.92598314414661,5,"JAC",119,105.5,38,200.39,109.2,117,130.8,NA,120.18,151.4,130.8,112.6,128.6,131.5,124,118.5,121.5,NA,117.5,132.396840909091,127.575069649624,-33.900361549218,20.3,22.8930410871902,1.3,7,4.15,7,114.3,3.1,106.4,4,128,131.9,12.6,4.15,1,8.01334318138667
"CEDRICPEERMAN","Cedric Peerman","RB",11.2231733343861,3.64074910994874,1,"CIN",461,NA,140,NA,13.9,20.2,NA,NA,17.05,26.6,NA,9,3.5,5.6,3.2,NA,NA,NA,NA,11.0055555555556,11.2231733343861,-199.145917591304,NA,8.51888396027152,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"CHADBUMPHIS","Chad Bumphis","WR",0,NA,1,"JAX",648,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-161.475431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"CHADHALL","Chad Hall","WR",0,NA,1,"JAX",648,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-161.475431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"CHADHENNE","Chad Henne","QB",171.273420329032,8.72204985689845,1,"JAC",78,195.9,32,248.96,210.34,71.2,140.1,NA,139.81,157.94,148.64,159.16,110.8,114.46,91.5,262.24,158.58,NA,167.79,176.19330952381,171.273420329032,-197.213222495063,19,54.5818386854613,1,0,0,0,NA,0,170,0,NA,NA,NA,0,1,1.6094379124341
"CHANDLERHARNISH","Chandler Harnish","QB",0,NA,1,NA,648,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-368.486642824095,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"CHARLESCLAY","Charles Clay","TE",104.641105872824,4.80305946414915,4,"MIA",154,130.5,13,120.85,91.7,110.2,110.8,NA,105.19,117.8,113.1,96.6,109.9,96.6,93.6,82.9,112.5,NA,92.89,108.202130952381,104.641105872824,-12.091422208366,19.8,11.394352972869,1.1,5,3.05,5,124.4,1.3,139.7,5,148,132.1,14.6,3.05,1,4.79579054559674
"CHARLESJOHNSON","Charles Johnson","WR",33.6005716249177,3.26732696221435,1,"CLE",323,194.5,130,NA,NA,38.1,NA,NA,21.1,11.7,7.4,46.9,43.5,NA,32.1,NA,NA,NA,31.4,35.3109523809524,33.6005716249177,-127.874859573924,3.5,14.4276272675526,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"CHARLESSIMS","Charles Sims","RB",40.3379481309114,4.8916119073536,1,"TB",299,179.5,89,NA,52.4,30.1,15.3,NA,66.79,22.5,46.3,NA,20.4,12.5,21.2,95.3,42,NA,14.66,34.1614725274725,40.3379481309114,-170.031142794778,9.1,25.201974113994,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"CHARLIEWHITEHURST","Charlie Whitehurst","QB",32.0950203335753,7.4551516936845,1,"TEN",332,NA,42,NA,NA,36.7,NA,NA,38.794,31.5,108.5,23.12,33.7,11.12,16,NA,NA,NA,19.02,35.1976777777778,32.0950203335753,-336.39162249052,NA,29.0686645452529,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"CHASECOFFMAN","Chase Coffman","TE",29.05,NA,1,"ATL",348,NA,60,29.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.05,29.05,-87.6825280811901,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"CHASEDANIEL","Chase Daniel","QB",9.21416453672847,3.19058976241956,1,"KC",480,NA,58,2.33,NA,NA,NA,NA,7.84,0.36,14.16,4.04,3.6,10.88,NA,NA,NA,NA,17.46,7.75863095238095,9.21416453672847,-359.272478287367,NA,6.09368745389147,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"CHASEFORD","Chase Ford","TE",8.33826771260745,3.32904257919332,1,"MIN",497,NA,89,NA,NA,NA,NA,NA,9.8,18.5,NA,NA,NA,2.4,6.5,NA,NA,NA,NA,7.44,8.33826771260745,-108.394260368583,NA,6.83959063102464,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"CHASEREYNOLDS","Chase Reynolds","RB",0.85,2.09886909436253,1,"STL",621,NA,186,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.7,NA,NA,NA,NA,0.85,0.85,-209.51909092569,NA,0.212132034355964,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"CHRISCOOLEY","Chris Cooley","TE",0,NA,1,"WAS",648,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-116.73252808119,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"CHRISGIVENS","Chris Givens","WR",77.6740139928477,10.6485052942416,1,"STL",201,199.4,78,126.84,88.4,53.8,85.2,NA,75.49,114.1,76.1,50,38.4,63.7,63,136,102.7,NA,14.31,80.0109047619048,77.6740139928477,-83.8014172059939,53.2,34.2559839643038,1,1,1,1,NA,0,170,2,NA,NA,NA,1,1,6.34738920965601
"CHRISGRAGG","Chris Gragg","TE",8.4325,3.11411722795275,1,"BUF",494,NA,88,NA,NA,NA,NA,NA,9.71,NA,NA,NA,4.8,17.8,7,NA,NA,NA,NA,9.8275,8.4325,-108.30002808119,NA,5.68169795630379,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"CHRISGRONKOWSKI","Chris Gronkowski","RB",0.42,NA,1,"SD",631,NA,192,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.42,-209.94909092569,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"CHRISHARPER","Chris Harper","WR",4.11720338347974,2.76247592889714,1,"GB",563,NA,219,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,3.5,1.2,NA,NA,NA,NA,2.66,4.11720338347974,-157.358227815362,NA,3.78725934328946,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"CHRISHOGAN","Chris Hogan","WR",25.0749216227165,4.32025677613438,1,"BUF",372,NA,155,NA,NA,33,NA,NA,22.55,NA,NA,NA,NA,18.1,5.6,NA,NA,NA,35.9,23.355,25.0749216227165,-136.400509576125,NA,12.1796756935478,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"CHRISIVORY","Chris Ivory","RB",121.637973303757,5.87297031576675,4,"NYJ",126,NA,44,115.6,153.4,105.6,116.4,NA,131.08,158.5,121.4,106.5,138.5,119.9,88.5,119.8,118.5,NA,88.28,124.904411255411,121.637973303757,-88.7311176219325,NA,20.54479234034,3.6,4,3.8,4,125.5,2.5,118.5,5,145,132.4,13,3.8,1,0.693147180559945
"CHRISJOHNSON","Chris Johnson","RB",206.788354488724,5.59135619001504,9,"NYJ",60,64,23,204.66,222.2,195.7,209,NA,209.87,232.8,228.5,204.3,202.6,196.4,237.5,179.6,161.4,NA,139.7,207.210010822511,206.788354488724,-3.58073643696528,13.8,27.0956813091016,3,12,7.5,12,89.1,10.7,61.5,15,61,59.8,7.8,7.5,10,9.71866286552405
"CHRISOGBONNAYA","Chris Ogbonnaya","RB",30.2645185732719,6.45531951735187,1,"CLE",342,NA,100,60.85,59,21.8,NA,NA,27.28,72,21.2,8.2,8.5,9.1,31.5,NA,NA,NA,NA,27.1572727272727,30.2645185732719,-180.104572352418,NA,23.6821508266833,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"CHRISOWUSU","Chris Owusu","WR",30.4690039568017,5.17623637619506,1,"TB",339,NA,140,19.15,NA,38.1,NA,NA,34.57,26,60.3,27,8.7,21,13,59.2,31.6,NA,NA,28.4928333333333,30.4690039568017,-131.00642724204,NA,16.7911954742521,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"CHRISPOLK","Chris Polk","RB",54.7189627366625,6.08908698905207,1,"PHI",247,182.1,77,NA,85,48,45.4,NA,61.88,48.4,67.5,61.8,79,36.3,54.6,2.3,42.7,NA,49.91,55.2130769230769,54.7189627366625,-155.650128189027,23.6,20.6862998761041,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"CHRISPRESSLEY","Chris Pressley","RB",0,NA,1,"CLE",648,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-210.36909092569,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"CHRISRAINEY","Chris Rainey","RB",7.29,4.42763941381478,1,"IND",513,NA,157,-4.71,19.4,NA,NA,NA,14.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.925,7.29,-203.07909092569,NA,12.7581908330818,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"CHRISTHOMPSON","Chris Thompson","RB",12.3999825581957,4.30262780728677,1,"WAS",451,NA,137,-2.52,21.6,NA,NA,NA,10.8,NA,NA,NA,28.6,2.5,3.7,NA,NA,NA,NA,6.83666666666667,12.3999825581957,-197.969108367494,NA,12.0847010720166,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"CHRISTIANPONDER","Christian Ponder","QB",24.7933653575096,18.641910712904,1,"MIN",374,NA,45,217.16,NA,NA,NA,NA,2.8,14.4,NA,NA,NA,21.54,NA,NA,40.06,NA,NA,46.3040476190476,24.7933653575096,-343.693277466586,NA,89.3364098226474,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0.693147180559945
"CHRISTINEMICHAEL","Christine Michael","RB",86.9096038920424,7.59882080210746,4,"SEA",186,145.3,61,NA,162.9,117.7,87,NA,114.36,73.8,53.4,76.5,59.4,90.2,54.6,26.5,114,NA,40.94,87.2836703296703,86.9096038920424,-123.459487033647,23.1,37.5540637290307,2.2,5,3.6,5,124.8,1.3,133.2,3,151,127.1,13.8,3.6,1,2.83321334405622
"CIERREWOOD","Cierre Wood","RB",1.70000628192547,2.26970105055024,1,"BAL",603,NA,182,NA,NA,NA,NA,NA,NA,0.8,NA,1.7,NA,1.7,3.5,NA,NA,NA,NA,1.1,1.70000628192547,-208.669084643764,NA,1.13247516529061,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"CJANDERSON","C.J. Anderson","RB",73.2062159107794,5.33961135601007,1,"DEN",208,178,67,NA,90.4,52.6,104,NA,77.74,31.3,73.2,85.1,76,67,63.7,30.5,73.9,NA,50.88,71.201972027972,73.2062159107794,-137.16287501491,16.1,21.620273842522,1,1,1,1,NA,1.1,145.3,2,223,NA,NA,1,1,0
"CJFIEDOROWICZ","C.J. Fiedorowicz","TE",37.8949896455926,5.24421971264588,1,"HOU",307,NA,53,NA,NA,63.3,45.4,NA,47.89,26.5,NA,31.5,50,19,8.1,NA,NA,NA,33.5,36.4247222222222,37.8949896455926,-78.8375384355975,NA,17.1574501148756,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"CJSPILLER","C.J. Spiller","RB",209.677943927433,5.06732047323233,31,"BUF",58,40.7,22,182.1,225.1,200.5,215.3,NA,211.8,232.6,197.2,213,226,220.1,210.1,170.2,178,NA,158.3,210.25553030303,209.677943927433,-0.691146998256727,12.7,22.7706686693288,24.3,30,27.15,30,40.9,16.2,46.6,21,38,37.1,5.7,27.15,10,6.70073110954781
